ID;File name;Title;MIME type;Address;Author;Authored on;Checksum;Country;Crawler;Date;Description;File encoding;File extension;File size;Generator;Keywords;Language;Message ID;Modified on;Name;Notes;Other name;Previous name;Program;Published on;Publishing source;Publishing source URL;Retrieved on;Source link;Summary;Topics;Weak alias;Wikidata ID;Wikipedia Article
18397.96ee0d2691245897fbde7eb6661828988a4e7372;3.4 _16925.D_Digital Transformation of the social support system.pdf;;application/pdf;;SYLVESTRE Jullien (SG-RECOVER);;445f39a26f110ace29f11be0bf880d46027c584f;Greece;;;;;;162187;��;;;;;;;;;;;;;;;;;;;
18496.e1c0effdb1ca4d94dbecb7cd456ecf19cae313df;4.6 _16630.F_Cretan Northern Highway (ü.Ä.Ç.ë.).pdf;;application/pdf;;;;e1e0ef528d17e0439c09929b06578779f3d7a8f9;Greece;;;;;;246916;��;;;;;;;;;;;;;;;;;;;
18528.8b67972d5d10d5ef1199fbdbc8e81cdc6fc1242d;4.6 _16949.F_Smart Bridges.pdf;;application/pdf;;;;b8396a9b8ce2a502ffbcb1295fa78cc74f31bf18;Greece;;;;;;191781;��;;;;;;;;;;;;;;;;;;;
18461.bf3b20e112cb5bb88147625fdee2d897440c5d37;4.5 _16622.D_HORIZON 2020 Seal of Excellence.pdf;;application/pdf;;SYLVESTRE Jullien (SG-RECOVER);;4cb7ff505b53736db6017eb91b76f3d949a1523c;Greece;;;;;;237687;��;;;;;;;;;;;;;;;;;;;
18607.97807602af90e5f165b7fa7a729abbb468491ca4;luxembourg-recovery-resilience-factsheet_en.pdf;;application/pdf;;;;fd76993ba6c0ce10b75399522132ecc461823e7f;Luxembourg;;;;;;403261;"Adobe PDF Library 15.0; Adobe InDesign CC 13.1 (Windows)";;;;;;;;;;;;;;;;;;;
18754.d0ab31193bcb25ff4cbf5a79c211ed9a4a115d4b;bijlage-c2-openbaar-te-maken-documenten-nationaal.pdf;;application/pdf;;;;4350608c0c04be4bcdc12ea3dca6c3458d7c6f20;Netherlands;;;;;;26717696;"FineReader; ZyLAB PDF export module";;;;;;;;;;;;;;;;;;;
18166.d269008c118b6c2db9bf01e0598d6bb840f1a8a2;email.rtf -redacted.pdf;;application/pdf;;;;e895b9bb9c87c974d7c87fd44f862052ff52bf74;Germany;;;;;;419786;;;;;;;;;;;;;;;;;;;;
18412.85aa823ceb9bac12e9c354b2ae7cfe5e0ce701ca;4.1 _16643.F_Codification and simplification of tax_.pdf;;application/pdf;;���������;;317e7f86bade5331f1095ba651e7b8e9da4f2f6f;Greece;;;;;;182821;��;;;;;;;;;;;;;;;;;;;
18501.ea49473579c17a06c8f9c39f2c9662c778c275e6;4.6 _16653.D_Digital Transformation of the agri-food sector.pdf;;application/pdf;;SYLVESTRE Jullien (SG-RECOVER);;1d8a311372d04e79a1aecc9bbc95626ebfa8cd4f;Greece;;;;;;162199;��;;;;;;;;;;;;;;;;;;;
18215.0008471f71d29fb5d68d87859ca24a2d04747f40;1.2 _16872.D_Residential buildings renovation.pdf;;application/pdf;;SYLVESTRE Jullien (SG-RECOVER);;b8ba6c082d2b86e7411f8837718abd956e144f5d;Greece;;;;;;170702;��;;;;;;;;;;;;;;;;;;;
18490.dbdb4d43e2b1f62e433a22338f32183a20cbb1d0;4.6 _16626.F_Economic transformation on the Agricultural Sector.pdf;;application/pdf;;George Karanatsidis;;35b4adbf252152d4de261438e68a2453cd6ba81d;Greece;;;;;;270732;��;;;;;;;;;;;;;;;;;;;
18711.695db5ca045ce1aaca9b8c24fc30850a03cbf350;Bericht+met+Wob-verzoek+over+nationale+herstel-+en+veerkrachtplannen+EU.pdf;;application/pdf;;;;42f76a1736fbe452559181e45eb5710b84505b71;Netherlands;;;;;;72135;;;;;;;;;;;;;;;;;;;;
18766.b0b28abdd2b4709c421e374b8be18ca5da937b07;43 Region Stockholm inspel RRF till Fi-dep 10 nov.docx.pdf;PM;application/pdf;;rebecca.karlsson@sll.se;;bb7c0a59337afcaa615e1e99a4f874c2cb163e61;Sweden;;;;;;248014;"Microsoft� Word 2019; PixEdit AS,  PixEdit Converter Server Core Version 2.7.0.8";;;;;;;;;;;;;;;;;;;
18167.7190877305d53fb80f63d3b7ddbbe53fbbe32616;email.rtf PDF - redacted (1).pdf;;application/pdf;;;;732115f514c4a8a27a969f7e1d79bfc8e240e071;Germany;;;;;;739549;;;;;;;;;;;;;;;;;;;;
18417.0ef43f1b137501a59fa3347cbc83d8920acfa3a1;4.2 _16657.D_State Owned Enterprises framework.pdf;;application/pdf;;SYLVESTRE Jullien (SG-RECOVER);;a94e5ffc07347e85eb08fc6b3ce40bb4e57255e9;Greece;;;;;;162176;��;;;;;;;;;;;;;;;;;;;
18504.2d028894405c8758b462d2571cdcb9b6df9173af;4.6 _16715.F_Labour reform in the cultural sector.pdf;;application/pdf;;Papanikolaou Katerina;;61f381fe5fe8726337c2309168596e492b2cecc6;Greece;;;;;;205354;��;;;;;;;;;;;;;;;;;;;
18220.757c43495dd661be546efbf67847af2ac129728c;1.2 _16875.D_Tatoi estate restoration.pdf;;application/pdf;;SYLVESTRE Jullien (SG-RECOVER);;6ef75efbe3b424c69151cdf331cfa59b215d78dc;Greece;;;;;;215980;��;;;;;;;;;;;;;;;;;;;
18503.fe6d6a2bdb330d530efcf712910780cc889a4067;4.6 _16715.D_Labour reform in the cultural sector.pdf;;application/pdf;;SYLVESTRE Jullien (SG-RECOVER);;9366ebfafee1d43473e67afd2e907ca42dafbe06;Greece;;;;;;162143;��;;;;;;;;;;;;;;;;;;;
18764.a855c401c25c23fdddaa969f0293617f5654c5ca;39 VB_ Teknikföretagen om Sveriges prioriteringar för EUs återhämtningsfond.msg.pdf;;application/pdf;;svc_360renddia;;147ee5b8e8f68821e4108d335637aba319d5c18f;Sweden;;;;;;1163104;"Microsoft� Word 2019; PixEdit AS,  PixEdit Converter Server Core Version 2.7.0.8";;;;;;;;;;;;;;;;;;;
18669.83624816aedef91bc2275f692af6a0219c9c6ca8;16062021-Componente11.pdf;;application/pdf;;;;44c1210e67ce8fa038eff0da19c8ac9235060fc1;Spain;;;;;;1565890;��;;;;;;;;;;;;;;;;;;;
18424.23aade2c7efa8badac59b74dd56968cbbc20ca97;4.2 _16703.F_Illicit trafficking andintellectual property.pdf;;application/pdf;;Danai Kotsiopoulou;;cf1ab2bf438437be5beb02e76184006e1ab16541;Greece;;;;;;255609;��;;;;;;;;;;;;;;;;;;;
18508.5a0b09581cd31130aaf3d78908dbe546d453922c;4.6 _16723.F_Skill building for creative and cultural professionals.pdf;;application/pdf;;Papanikolaou Katerina;;20d8bdc2f836bf3d6e898aee4a6d1c2cdf97eb6d;Greece;;;;;;189585;��;;;;;;;;;;;;;;;;;;;
18672.724bc09edfcd2dbbb33c30ab1599ee10065568b2;cellar_fd3fb66c-da72-11eb-895a-01aa75ed71a1.0001.02_DOC_2.pdf;;application/pdf;;DUBUSSE Christine (TAXUD);;784e4468ace8c78dfe27a8a91f0d1cd0de7b7a80;Slovenia;;;;;;3660551;PDF CoDe 2018 4.7111.7111 (c) 2002-2018 European Commission;;;;;;;;;;;;;;;;;;;
18506.1d3346923be98a947cc637bbd4f239eed75a2c33;4.6 _16721.F_Acceleration of smart manufacturing.pdf;;application/pdf;;George Karanatsidis;;7accf745667d2009fe09e5485ea9b0d0838864a0;Greece;;;;;;337545;��;;;;;;;;;;;;;;;;;;;
18763.b1fa78c178f844fe61f0b7efed3551fa38e44b94;bijlage-iii-deelbesluit-1-wob-verzoek-europees-herstelfonds.pdf;;application/pdf;;;;2ea0668e41302dc92009da39cb1de166f2213475;Netherlands;;;;;;32957490;"FineReader; ZyLAB PDF export module";;;;;;;;;;;;;;;;;;;
18647.07a12a0554f460e2c20f83df09728ac730c7a3bd;cellar_44d9cc1e-d29b-11eb-ac72-01aa75ed71a1.0002.02_DOC_1.pdf;;application/pdf;;;;fecc01f8c3b4880146090afa81e1712a35a641c5;Slovakia;;;;;;216329;PDF CoDe 2018 4.7111.7111 (c) 2002-2018 European Commission;;;;;;;;;;;;;;;;;;;
18430.0dd76acb07c522fc7c2d1224ffc6448fa6d2ceeb;4.2 _16940.F_Hellenic Consignment Deposit and Loans Fund.pdf;;application/pdf;;Tsalkadra Daphne;;11b74be1f7b37acd0a4e0b58051d24c1ef76f350;Greece;;;;;;196938;��;;;;;;;;;;;;;;;;;;;
18518.5f2b6e27b569055f80564ea61c400ed0bade19e6;4.6 _16892.F_Upgrading suburban railway.pdf;;application/pdf;;Turbo_X;;062f936a23cfb890e5c2380e0aab540534695e2c;Greece;;;;;;220493;��;;;;;;;;;;;;;;;;;;;
18735.67f662583e2c0c802784c7e33f7192e9c7ff4302;bijlage-3-bij-besluit-op-wob-verzoek-over-contacten-bedrijfsleven-coronasteunmaatregelen.pdf;;application/pdf;;;;5202c383d1e2e02b2622b1dfac9b3571c55473f9;Netherlands;;;;;;14720331;"Scanning; OmniPage CSDK 19";;;;;;;;;;;;;;;;;;;
18521.79e0657bd6456e0e553c948aebffb7e27af8714d;4.6 _16931.D_Tourism Development.pdf;;application/pdf;;SYLVESTRE Jullien (SG-RECOVER);;da69bab6dba92621032ae1123067dd4a7d9aec85;Greece;;;;;;171952;��;;;;;;;;;;;;;;;;;;;
18710.e465911816ac8e37a4412e182764a07fd878fccd;CONSIL_ST_10150_2021_ADD_1_REV_2_EN_TXT.pdf;;application/pdf;;Francesco;;e0db035e17e5ec921d08d7e3db874047cfd81641;Spain;;;;;;6430499;"Foxit FXPDFA 1.2; Foxit Rendition Server 2.3.2.27";;;;;;;;;;;;;;;;;;;
18656.05086c0f29c638f77700cce886825cb87ea9d68e;Questions_and_answers__European_Commission_endorses_Romania_s__29.2_billion_recovery_and_resilience_plan_.pdf;��;application/pdf;;;;54c245bbd0078c78f49c4e6b37ce297a0fef7e63;Romania;;;;;;42519;��;;;;;;;;;;;;;;;;;;;
18436.32fb9ee978a15d080e969c757a72377ad7a03bb6;4.2 _16974.F_Accounting Reform.pdf;;application/pdf;;;;a5b51a9f76e8d6f34df48f7777dd0df49054fc18;Greece;;;;;;193792;��;;;;;;;;;;;;;;;;;;;
18184.ffe2045b616b5ab07f4aa830ce9b2b470c73ebee;jcms.13251.pdf;Embedded Bilateralism, Integration Theory, and European Crisis Politics: France, Germany, and the Birth of the EU Corona Recovery Fund*;application/pdf;;;;672b97d6f19dcd57aaab7f5b0a94704018e3c6a9;Germany;;;;;;485014;"Acrobat Distiller 21.0 (Windows); modified using iText 4.2.0 by 1T3XT; Arbortext Advanced Print Publisher 9.1.520/W Unicode";JCMS: Journal of Common Market Studies 2021.0;;;;;;;;;;;;;;;;;;
18673.4924a9ebe635f151f0c41b56a01ab25d37c960d4;16062021-Componente14.pdf;;application/pdf;;;;be3c3ceef47bc8da8a2687048dd3cf462cc19957;Spain;;;;;;1381545;��;;;;;;;;;;;;;;;;;;;
18583.df64b358af7f7f7fb8fae0d6ca5a50fe686f58bb;CELEX_52021SC0162_EN_TXT.pdf;Microsoft Word - 6_EN_autre_document_travail_service_part1_v7;application/pdf;;boldioa;;a3cbc1b08cff16bde15626ee0954310001a2b9b9;Latvia;;;;;;2562715;"Acrobat Distiller 17.0 (Windows); PScript5.dll Version 5.2.2";;;;;;;;;;;;;;;;;;;
18715.b510b1729b1d660ccf1a8fa0971946c2ff930751;annex-1-b1-bestaande-en-reeds-gedekte-maatregelen-voor-een-nederlands-rrp-01112021.pdf;;application/pdf;;;;75a75faa65a70b3bf5c0c4083d031ba42f4d384b;Netherlands;;;;;;4118020;"Aspose.Pdf for .NET 17.9; Aspose Ltd.";;;;;;;;;;;;;;;;;;;
18771.04e9381f70e590f26b6600d5c1d2926b02789401;47 Utkast för åtgärdslista endast för synpunkter_mail.docx.pdf;;application/pdf;;Mona-Lisa Fr�nneby;;1050e636383620e1ea1eec0e4761d3a61ba469cc;Sweden;;;;;;174983;"Microsoft� Word 2019; PixEdit AS,  PixEdit Converter Server Core Version 2.7.0.8";;;;;;;;;;;;;;;;;;;
18440.84524f3ad36ac93958bed559f84fad064d66103d;4.2 _16981.F_Enhancement of policy planning and coordination.pdf;;application/pdf;;Danai Kotsiopoulou;;81ad17e48d1c7d7dbeefbce11f60397e859e68d4;Greece;;;;;;243382;��;;;;;;;;;;;;;;;;;;;
18533.923cf7fce16c976b1f9c145b0943384bf33d4005;4.6 _16959.D_Digital Transformation of the Hellenic Railways Organization.pdf;;application/pdf;;SYLVESTRE Jullien (SG-RECOVER);;d75fc247ada1d2d4d04ed15d4166245f48aa5518;Greece;;;;;;162072;��;;;;;;;;;;;;;;;;;;;
18676.30b85fe7d9feb9b527893809355050a86a57b43f;16062021-Componente16.pdf;;application/pdf;;;;b2d0062dc6f495004082842d0bd345cdfd0b5103;Spain;;;;;;1686587;��;;;;;;;;;;;;;;;;;;;
18544.8f5134f5debd4132bcd30b4b9168ac973aec5457;4.7 _16543.F_Simplification of the business environment (1).pdf;;application/pdf;;�������;;3c84fdb1fd8b0f2585b2621bad2fc73149b981bd;Greece;;;;;;293856;��;;;;;;;;;;;;;;;;;;;
18785.555f0b5ef677a1dfa568c94ab86ed5edcb994cbe;paginas-van-samengevoegd-document-850-paginas-met-uitgestelde-verstrekking-deel-2.pdf;;application/pdf;;;;8f17a5f40639ae5e144ebdd8f1ef4440cfa4446f;Netherlands;;;;;;32869453;;;;;;;;;;;;;;;;;;;;
18743.06d03a9ccfa7ff7cf23e493d0074adf95f38096f;07_08 Fråga om svenska återhämtningsplanen Rumänska Ambassaden.docx.pdf;;application/pdf;;Mona-Lisa Fr�nneby;;1f474e43c8224c102e0580cbf195617c5e8131df;#N/B;;;;;;124084;"Microsoft� Word 2019; PixEdit AS,  PixEdit Converter Server Core Version 2.7.0.8";;;;;;;;;;;;;;;;;;;
18444.d57b1878231d6a26ba3ecfe9eb6e312b97389c93;4.3 _16575.F_Accelerating the administration of justice.pdf;;application/pdf;;George Karanatsidis;;1e20f2162503d8cca31ae996490f76b49b45bb62;Greece;;;;;;264175;��;;;;;;;;;;;;;;;;;;;
18534.d343c01976e82258fb94b65384ffddb5d4099e28;4.6 _16959.F_Digital Transformation of the Hellenic Railways Organization.pdf;;application/pdf;;Paris Bayias;;7263576ec8668efccb6cd707a7a0b35d8c7c93d0;Greece;;;;;;236701;��;;;;;;;;;;;;;;;;;;;
18566.5dd7b246582753c32a0aa129be1bdbf5f2b2ff01;cellar_90d14317-e61f-11eb-a1a5-01aa75ed71a1.0001.02_DOC_2.pdf;;application/pdf;;DUBUSSE Christine (TAXUD);;b57e6d1f1456fc204ca3f75eee1112652cabde1b;Ireland;;;;;;1765779;PDF CoDe 2018 4.7111.7111 (c) 2002-2018 European Commission;;;;;;;;;;;;;;;;;;;
18546.34aae271c1013cb96d02f2c59eccf830101ccf3e;4.7 _16591.F_Ease of doing business.pdf;;application/pdf;;Themis;;47cf12e68d79ba6d3594b5171b007a59c4399671;Greece;;;;;;324878;��;;;;;;;;;;;;;;;;;;;
18751.7853d869b3904c37476d08387c15dd43468d7673;19 Uppdrag till Ekonomistyrningsverket att genomföra revisioner avseende de medel som Sverige tar emot från EUs facilitet för återhämtning.pdf;;application/pdf;;;;8f2af7fa97ebbcc064005b2403940799ddfcb497;#N/B;;;;;;1062923;;;;;;;;;;;;;;;;;;;;
18175.6d2f7294489e9a37c9b4623dadeb5fe1360192e4;email.rtf_Redacted (6).pdf;;application/pdf;;;;d7a1fb9fe3221d6d60b85d5607cefcafa2ab1a21;Germany;;;;;;79645;;;;;;;;;;;;;;;;;;;;
18449.0fac86dc256befaa5cfd50c32960be72bada27c4;4.4 _16576.D_New Loans Promotion.pdf;;application/pdf;;SYLVESTRE Jullien (SG-RECOVER);;be0eef8ccffd1cde9556e743bd986d2b5e855405;Greece;;;;;;206370;��;;;;;;;;;;;;;;;;;;;
18200.a1fab199178160729f1584796ee25daea826b17a;1.1 _16865.D_RES CHP enhancement.pdf;;application/pdf;;SYLVESTRE Jullien (SG-RECOVER);;31396847f19d18c0ab5a24eaa00f48e201f0a154;Greece;;;;;;162320;��;;;;;;;;;;;;;;;;;;;
18575.566b01b98865cac30c0fe7efee3d852ad92fa8b4;CONSIL_ST_10160_2021_INIT_EN_TXT.pdf;;application/pdf;;DQL EN;;6b6525259a8439952ec89e3432c58a7f7d0a8b67;Italy;;;;;;410487;"Foxit FXPDFA 1.2; Foxit Rendition Server 2.3.2.27";;;;;;;;;;;;;;;;;;;
18587.cf77d8ccfa21015f71e0ee4cfffc6244babd89b9;CONSIL_ST_10157_2021_INIT_EN_TXT.pdf;;application/pdf;;RACINSKA Sandra;;7623afe661dfd472ce2277e6a526fc34e74fe709;Latvia;;;;;;348699;"Foxit FXPDFA 1.2; Foxit Rendition Server 2.3.2.27";;;;;;;;;;;;;;;;;;;
18748.e21615f7ce162221210246ecacb1e249f93361ec;16 Fråga om svenska återhämtningsplanen Stockholms stad.docx.pdf;;application/pdf;;Mona-Lisa Fr�nneby;;019bcf0f601b3cb5f449070c3ad43df7cfb448ac;#N/B;;;;;;499073;"Microsoft� Word 2019; PixEdit AS,  PixEdit Converter Server Core Version 2.7.0.8";;;;;;;;;;;;;;;;;;;
18183.56b9506fad47f710c6571130ae23b5365af768e4;Invitation to CT 280421.pdf_Redacted.pdf;;application/pdf;;;;fb1af13bb081e701eff041c8feb97710333c81b0;Germany;;;;;;153867;;;;;;;;;;;;;;;;;;;;
18465.a2d8fa6c547a9ae81def9612eee74ab0dc179f93;4.5 _16654.D_TH 2 ORAX.pdf;;application/pdf;;SYLVESTRE Jullien (SG-RECOVER);;99a4487954ef946c8cdc93bfc1bd332ff3025e76;Greece;;;;;;239037;��;;;;;;;;;;;;;;;;;;;
18204.6e111d418235da4cf8eaced2300e7ec854eb100f;1.1 _16871.D_Revitalization actions.pdf;;application/pdf;;SYLVESTRE Jullien (SG-RECOVER);;d33ea35980d9e52955cfc8e501434057c5ab196a;Greece;;;;;;162195;��;;;;;;;;;;;;;;;;;;;
18648.04eadacac2b6beb94d7cdb8b5f27935fa74605a1;Regime-Excecional-PRR-1.pdf;;application/pdf;;;;c7ebeb48333f5205b374a9ac458a1626caf8edd5;Portugal;;;;;;793895;iText 5.0.6 (c) 1T3XT BVBA;;;;;;;;;;;;;;;;;;;
18219.77557e1881f64123e11442606c3f8df748eaabfc;1.2 _16874.F_Energy and entrepreneurship.pdf;;application/pdf;;User;;8a5c293ceb46c7ee609c58f446c22dba5db551dc;Greece;;;;;;195856;��;;;;;;;;;;;;;;;;;;;
18471.8468c5f2c25871628a3cdd1a01defd6657e6c90b;4.6 _16433.D_Protection of monuments and archaeological sites.pdf;;application/pdf;;SYLVESTRE Jullien (SG-RECOVER);;9ed93a3382a72a3aca1e75f0abd13b46056c87c3;Greece;;;;;;162264;��;;;;;;;;;;;;;;;;;;;
18207.95cc9b0c317b9399deaa6ce265fbcc1302514099;1.1 _16899.F_Capacity increase.pdf;;application/pdf;;;;ed7b686444a020f27c3e2cdf5047833496e93e16;Greece;;;;;;179712;��;;;;;;;;;;;;;;;;;;;
18749.e8f51677409dc54f27e87c26b4ec8d977d8f7eb3;19 E-post- feedback till D´SOUZA från ERik Höglin 210907.pdf;;application/pdf;;Berit Vinblad;;da4de65195ba811170efe6c2675f825d50e80888;#N/B;;;;;;207515;"Acrobat PDFMaker 21 f�r Word; Adobe PDF Library 21.5.90";;;;;;;;;;;;;;;;;;;
18525.c227fbef9054bfa489435ac733b6f5bd36085676;4.6 _16944.D_Passenger shipping fleet renewal.pdf;;application/pdf;;SYLVESTRE Jullien (SG-RECOVER);;7ba70a26605a7b2eae358d8545fcd8a2cc2de771;Greece;;;;;;162452;��;;;;;;;;;;;;;;;;;;;
18483.6a445d09fa457ea92973363135e03b50fcf525b6;4.6 _16592.D_Trade facilitation.pdf;;application/pdf;;SYLVESTRE Jullien (SG-RECOVER);;bac0d6f9afed894ec975b4e89adaec390869d15d;Greece;;;;;;162127;��;;;;;;;;;;;;;;;;;;;
18545.7bbe6648028c63765c0eae7b78c6c76a7d6bd080;4.7 _16591.D_Ease of doing business.pdf;;application/pdf;;SYLVESTRE Jullien (SG-RECOVER);;ef53094106df8dd86a15073fb903dcf7b9ca19f6;Greece;;;;;;162119;��;;;;;;;;;;;;;;;;;;;
18768.84412e38e36aad1479a56660ae638a7e6bb39eb8;4 Till ärende Fi2020_03864.msg1.pdf;;application/pdf;;svc_360renddia;;abb6b2e3e37f6d908105e0ac7d8fe4c587bc73d0;#N/B;;;;;;729396;PixEdit AS,  PixEdit Converter Server Core Version 2.7.2.7;;;;;;;;;;;;;;;;;;;
18526.275c5bfe9f3562880f9dda8bcac4bb8ef6be4f98;4.6 _16944.F_Passenger shipping fleet renewal.pdf;;application/pdf;;George Karanatsidis (GR);;2ac389aa2840cb1d49e047ca362dbfbb2462564d;Greece;;;;;;204780;��;;;;;;;;;;;;;;;;;;;
18486.343df4ad5364a16fb2bcf7f6fdf2c0da56c623fa;4.6 _16593.F_Legal framework for strategic investment.pdf;;application/pdf;;Danai Kotsiopoulou;;37fdb0cd7005922b0a5fc8f9514c7e3d70365fb9;Greece;;;;;;217484;��;;;;;;;;;;;;;;;;;;;
18548.5a354ca186caf24059e52a7a1531a4cd62c0e2cd;4.7 _16598.F_Incentivisation for productivity and extroversion.pdf;;application/pdf;;Danai Kotsiopoulou;;e3b148e06137f72db4d2022f9ac39da7283831c1;Greece;;;;;;176783;��;;;;;;;;;;;;;;;;;;;
18208.ce687ffbacf3536d08ac789b6a9937df6a965804;1.1 _16900.D_HEDNO overhead upgrades.pdf;;application/pdf;;SYLVESTRE Jullien (SG-RECOVER);;5663b8b2e07e261ec3f2c21d2f3e180e9cc1285a;Greece;;;;;;162284;��;;;;;;;;;;;;;;;;;;;
18495.dc908cf9aa0ed0330320236da5fdc8204fcfdfe5;4.6 _16630.D_Cretan Northern Highway (ü.Ä.Ç.ë.)(Neapoli - Agios Nikolaos).pdf;;application/pdf;;SYLVESTRE Jullien (SG-RECOVER);;ab302b0aa140862708757b4a53f5e2fd35dcc777;#N/B;;;;;;241829;��;;;;;;;;;;;;;;;;;;;
18193.cb9a0f4cb78c64b58a44727adc1f54b7f40529f7;VDL_Ares_2021_2572016_N4.docx_Redacted.pdf;;application/pdf;;;;0728682227a8939a16183edbabb3085d5ca111c8;Germany;;;;;;78124;;;;;;;;;;;;;;;;;;;;
18212.a8de8e09172763f5a91c1ff050f6650986c50008;1.1 _16926.D_Energy storage.pdf;;application/pdf;;SYLVESTRE Jullien (SG-RECOVER);;43f2d2f65571c328eb1515572ae9dcca07d56da0;Greece;;;;;;162144;��;;;;;;;;;;;;;;;;;;;
18731.2bf8467ab480c50161094a8f3c62b3831f693af7;3-stukken-wob-verzoek-europees-herstelfonds-deel-3.pdf;;application/pdf;;;;25383e578e2abb0130d0fbb4184f54dfaec5c5da;Netherlands;;;;;;26805004;;;;;;;;;;;;;;;;;;;;
18591.ed2884894ad36148ae11bc2241cd3ee9fa12a8e5;Niet bevestigd 740469.crdownload;��;application/pdf;;��;;aa68826fb2438b33c4bcb1b74f291a602a532a7d;Latvia;;;;;;4011119;��;;;;;;;;;;;;;;;;;;;
18197.8674f84f30fbe94cca2334a619637594f1411a82;始derungsvorschl⏄e der EU KOM bewertet.docx.pdf;�nderungsvorschl�ge der EU KOM bewertet.docx.pdf;application/pdf;;Ehler Dr., J�rgen (II C 3 / I DARP);;7b00362e49eabd94bb5a3ce86207b767913d29d4;Germany;;;;;;109118;"Acrobat Distiller 17.0 (Windows); PDF CoDe 2018 4.7111.7111 (c) 2002-2018 European Commission";;;;;;;;;;;;;;;;;;;
18567.7ff43d6fbb337729da779b95934a2beb4264fcbf;com-2021-419-ireland_factsheet_en.pdf;;application/pdf;;;;3cfc3d5f59013f22a2e5f8a5fc3377558ec67efe;Ireland;;;;;;1481233;"Adobe PDF Library 15.0; Adobe InDesign 15.0 (Macintosh)";;;;;;;;;;;;;;;;;;;
18722.8095751e9d30c977dd19b093036a43bfda89b575;bijlage-2-iao-inventarislijst.pdf;;application/pdf;;;;5f6e3a32fb81269905558be66342a7cbcaf9599b;Netherlands;;;;;;4497002;;;;;;;;;;;;;;;;;;;;
18599.2f54b76e7b440aecf9402d54d6d8bdcb66a74bb3;CONSIL_ST_10477_2021_ADD_1_EN_TXT.pdf;;application/pdf;;DUBUSSE Christine (TAXUD);;e5deeb59b754ced54884e013bc627f810f8379a6;Lithuania;;;;;;4226454;"Foxit FXPDFA 1.2; Foxit Rendition Server 2.3.2.27";;;;;;;;;;;;;;;;;;;
18524.d1bbf34932fa92b10c801eacb45188608270254f;4.6 _16937.F_Program Management System for technical works.pdf;;application/pdf;;Athanasiadis Paschalis;;ba6d948928fb9bd6c92624c3d15705efb0012003;Greece;;;;;;218307;��;;;;;;;;;;;;;;;;;;;
18529.f664a2d47f412521cf40868b135d6419870f3c36;4.6 _16950.D_Electronic Tolls.pdf;;application/pdf;;SYLVESTRE Jullien (SG-RECOVER);;c415f4120914658fbb6698b028c66a71f021efde;Greece;;;;;;162140;��;;;;;;;;;;;;;;;;;;;
18742.dff48ce532d3c88ff1b80d9e0feeddbfff57548c;NL-versie RRF (1).docx;;application/vnd.openxmlformats-officedocument.wordprocessingml.document;;;;ba8f019795d4ec5b144c560e49ee8f57867f47ce;Poland;;;;;;19825;;;;;;;;;;;;;;;;;;;;
18569.551ebd45fdc4bff321f710a368a344dbd207681b;CONSIL_ST_11046_2021_ADD_1_EN_TXT.pdf;;application/pdf;;DUBUSSE Christine (TAXUD);;724db8683286bd6b8462c383c4806028dee4184d;Ireland;;;;;;1848817;"Foxit FXPDFA 1.2; Foxit Rendition Server 2.3.2.27";;;;;;;;;;;;;;;;;;;
18148.42529fcbc69f715a857d001c8ee775884fdb9abb;Brief_BMF_BKAmt.docx_Redacted.pdf;;application/pdf;;;;d786a3c4bbb8cced8e3a02370ed35692ab6d9c00;Germany;;;;;;621805;;;;;;;;;;;;;;;;;;;;
18776.138dac61b8a4fda7cbf4c0196ef9f74c9338571d;6 FW_ Fi2020_03686-1  Brev om Grön återhämtningsplan_VB_ Grön återhämtningsplan LTH_ca.msg.pdf;;application/pdf;;svc_360renddia;;eb2c2a30195dec53fbe3d342cd95071ac35cfaad;#N/B;;;;;;108127;"Microsoft� Word 2019; PixEdit AS,  PixEdit Converter Server Core Version 2.7.0.8";;;;;;;;;;;;;;;;;;;
18537.446ccdcb5c4a215a3373dac8b4bace55d0915516;4.6 _16970.D_Highways for nature and culture.pdf;;application/pdf;;SYLVESTRE Jullien (SG-RECOVER);;e00a46fd6585344c635bd4b83371579bc6a4f77e;Greece;;;;;;186303;��;;;;;;;;;;;;;;;;;;;
18178.8ae34d706b3b2505543981ff3fed1d8c0f9e6008;email_Redacted.pdf;;application/pdf;;;;b8c7fd28e733455088cd1870a1129f8185cc022e;Denmark;;;;;;135318;;;;;;;;;;;;;;;;;;;;
18229.194ba207dad4c4ca332b592f4841355a9c8e9d9e;1.2 _16894.F_RES, industry, tourism and aquaculture spatial planning.pdf;;application/pdf;;Georgina Grafakou;;807da6404514f10905ce234e0373705754d4d50d;Greece;;;;;;172336;��;;;;;;;;;;;;;;;;;;;
18547.dc477985e0c167b45a804e427d2ec126225da387;4.7 _16598.D_Incentivisation for productivity and extroversion.pdf;;application/pdf;;SYLVESTRE Jullien (SG-RECOVER);;7a837ad5399c5786aa6928dea7ecafd728401de0;Greece;;;;;;162291;��;;;;;;;;;;;;;;;;;;;
18234.eae558d42eb295f979d9db411ceb175500f049a9;1.3 _16281.D_EV charging infrastructure framework.pdf;;application/pdf;;SYLVESTRE Jullien (SG-RECOVER);;a045741e1f4e533b31fb8d6ec2112916e236904d;Greece;;;;;;162196;��;;;;;;;;;;;;;;;;;;;
